Timestamp,Actual,Predicted,Device
2024-01-01 00:00:00,83.81061862449835,65.83890827806405,AC_Back
2024-01-01 01:00:00,70.69668816650949,65.39835144902953,AC_Back
2024-01-01 02:00:00,70.69668816650949,67.5036339558612,AC_Back
2024-01-01 03:00:00,83.4643825227414,72.10434405376373,AC_Back
2024-01-01 04:00:00,65.98648731688266,74.18023510253741,AC_Back
2024-01-01 05:00:00,60.93996170319252,76.2003826910445,AC_Back
2024-01-01 06:00:00,76.70418494706279,79.92012322337736,AC_Back
2024-01-01 07:00:00,59.52016589009744,82.30348832673987,AC_Back
2024-01-01 08:00:00,53.40643282229533,84.51230369273051,AC_Back
2024-01-01 09:00:00,76.59908680633534,88.30573038246067,AC_Back
2024-01-01 10:00:00,150.2694989247447,95.92415724088212,AC_Back
2024-01-01 11:00:00,213.3819849073856,105.8989252316666,AC_Back
2024-01-01 12:00:00,159.1166568436801,112.42776141556344,AC_Back
2024-01-01 13:00:00,137.9831553395063,117.62735740347064,AC_Back
2024-01-01 14:00:00,186.6550837464802,124.47386094059972,AC_Back
2024-01-01 15:00:00,197.6148625824121,131.28576092412925,AC_Back
2024-01-01 16:00:00,206.2868765920485,137.99078809216036,AC_Back
2024-01-01 17:00:00,198.3003924753963,144.06776209545248,AC_Back
2024-01-01 18:00:00,167.5171844720564,148.9170728552484,AC_Back
2024-01-01 19:00:00,211.8265295231651,154.90955495613366,AC_Back
2024-01-01 20:00:00,86.52166207775696,157.1779523259102,AC_Back
2024-01-01 21:00:00,60.53085445853354,158.8591966411634,AC_Back
2024-01-01 22:00:00,72.82792633608463,160.99938432490265,AC_Back
2024-01-01 23:00:00,71.70671967469177,163.21553205958585,AC_Back
2024-01-02 00:00:00,77.6445789934564,85.28301859151364,AC_Back
2024-01-02 01:00:00,72.54091449871069,88.70597378631881,AC_Back
2024-01-02 02:00:00,74.18546673512428,92.16883659870248,AC_Back
2024-01-02 03:00:00,82.7017863629003,95.52853319168038,AC_Back
2024-01-02 04:00:00,61.6337628047864,98.80110973692295,AC_Back
