Timestamp,Energy_Consumption_KWh,Device,Location,Hour,Day_of_Week,Date,Is_Weekend,Rolling_Avg_6h,Rolling_Avg_12h,Rolling_Avg_24h,Z_Score
2024-01-01 00:00:00,83.81061862449835,AC_Back,AC_Room,0,Monday,2024-01-01,False,83.81061862449835,83.81061862449835,83.81061862449835,0.6874021562968776
2024-01-01 00:00:00,89.2704306647543,AC_Front,AC_Room,0,Monday,2024-01-01,False,89.2704306647543,89.2704306647543,89.2704306647543,0.6647565986166664
2024-01-01 00:00:00,54.96714153011233,Office,Office,0,Monday,2024-01-01,False,54.96714153011233,54.96714153011233,54.96714153011233,0.6435657130894419
2024-01-01 00:00:00,20.94848465608831,Library,Library,0,Monday,2024-01-01,False,20.94848465608831,20.94848465608831,20.94848465608831,1.1186311619085036
2024-01-01 01:00:00,48.61735698828815,Office,Office,1,Monday,2024-01-01,False,51.79224925920024,51.79224925920024,51.79224925920024,0.7678888695772557
2024-01-01 01:00:00,70.69668816650949,AC_Back,AC_Room,1,Monday,2024-01-01,False,77.25365339550392,77.25365339550392,77.25365339550392,0.884621855149789
2024-01-01 01:00:00,82.11554983733846,AC_Front,AC_Room,1,Monday,2024-01-01,False,85.69299025104638,85.69299025104638,85.69299025104638,0.75629144187766
2024-01-01 01:00:00,18.67678656849638,Library,Library,1,Monday,2024-01-01,False,19.812635612292347,19.812635612292347,19.812635612292347,1.162376330945869
2024-01-01 02:00:00,87.58909754800587,AC_Front,AC_Room,2,Monday,2024-01-01,False,86.32502601669955,86.32502601669955,86.32502601669955,0.6862664695737583
2024-01-01 02:00:00,56.47688538100692,Office,Office,2,Monday,2024-01-01,False,53.353794633135806,53.353794633135806,53.353794633135806,0.6140062658680466
2024-01-01 02:00:00,70.69668816650949,AC_Back,AC_Room,2,Monday,2024-01-01,False,75.06799831917245,75.06799831917245,75.06799831917245,0.884621855149789
2024-01-01 02:00:00,13.18460827551153,Library,Library,2,Monday,2024-01-01,False,17.60329316669874,17.60329316669874,17.60329316669874,1.2681369815896562
2024-01-01 03:00:00,94.8553011655626,AC_Front,AC_Room,3,Monday,2024-01-01,False,88.45759480391531,88.45759480391531,88.45759480391531,0.5933074356948191
2024-01-01 03:00:00,65.23029856408026,Office,Office,3,Monday,2024-01-01,False,56.32292061587192,56.32292061587192,56.32292061587192,0.4426221897952728
2024-01-01 03:00:00,83.4643825227414,AC_Back,AC_Room,3,Monday,2024-01-01,False,77.16709437006469,77.16709437006469,77.16709437006469,0.6926091825152386
2024-01-01 03:00:00,16.79801160470697,Library,Library,3,Monday,2024-01-01,False,17.4019727762008,17.4019727762008,17.4019727762008,1.1985551386945952
2024-01-01 04:00:00,52.23589463157099,AC_Front,AC_Room,4,Monday,2024-01-01,False,81.21325476944645,81.21325476944645,81.21325476944645,1.138552114266843
2024-01-01 04:00:00,47.65846625276664,Office,Office,4,Monday,2024-01-01,False,54.59002974325087,54.59002974325087,54.59002974325087,0.7866631007628556
2024-01-01 04:00:00,15.91352269559679,Library,Library,4,Monday,2024-01-01,False,17.104282760079997,17.104282760079997,17.104282760079997,1.2155873830108783
2024-01-01 04:00:00,65.98648731688266,AC_Back,AC_Room,4,Monday,2024-01-01,False,74.93097295942827,74.93097295942827,74.93097295942827,0.9554583138359204
2024-01-01 05:00:00,60.93996170319252,AC_Back,AC_Room,5,Monday,2024-01-01,False,72.59913775005565,72.59913775005565,72.59913775005565,1.0313527426628757
2024-01-01 05:00:00,16.17388816997654,Library,Library,5,Monday,2024-01-01,False,16.949216995062752,16.949216995062752,16.949216995062752,1.2105736306331103
2024-01-01 05:00:00,94.15195762798052,AC_Front,AC_Room,5,Monday,2024-01-01,False,83.36970524586879,83.36970524586879,83.36970524586879,0.6023055506913009
2024-01-01 05:00:00,47.6586304305082,Office,Office,5,Monday,2024-01-01,False,53.43479652446042,53.43479652446042,53.43479652446042,0.7866598863081097
2024-01-01 06:00:00,65.79212815507391,Office,Office,6,Monday,2024-01-01,False,55.238960961954014,55.20012961454806,55.20012961454806,0.4316220640901379
2024-01-01 06:00:00,76.70418494706279,AC_Back,AC_Room,6,Monday,2024-01-01,False,71.41473213714973,73.18557306391381,73.18557306391381,0.7942754323350492
2024-01-01 06:00:00,20.03142262445937,Library,Library,6,Monday,2024-01-01,False,16.796373323124598,17.38953208497656,17.38953208497656,1.1362906536387112
2024-01-01 06:00:00,85.13641647831912,AC_Front,AC_Room,6,Monday,2024-01-01,False,82.68070288146292,83.62209256479026,83.62209256479026,0.717644459326254
2024-01-01 07:00:00,76.18482505483334,Library,Library,7,Monday,2024-01-01,False,26.38104640418076,24.73894370620865,24.73894370620865,0.0549673498260091
2024-01-01 07:00:00,63.3256200839191,AC_Front,AC_Room,7,Monday,2024-01-01,False,79.5490479225597,81.08503350468138,81.08503350468138,0.9966774547758676
2024-01-01 07:00:00,57.67434729152909,Office,Office,7,Monday,2024-01-01,False,56.74845934582751,55.50940682417069,55.50940682417069,0.5905610224098685
2024-01-01 07:00:00,59.52016589009744,AC_Back,AC_Room,7,Monday,2024-01-01,False,69.55197842441439,71.47739716718677,71.47739716718677,1.0527049759683873
2024-01-01 08:00:00,45.30525614065048,Office,Office,8,Monday,2024-01-01,False,54.88652113910143,54.37561230377955,54.37561230377955,0.8327368702097282
2024-01-01 08:00:00,92.81585558249584,Library,Library,8,Monday,2024-01-01,False,39.65292095534481,32.30304502579612,32.30304502579612,0.2652896621739342
2024-01-01 08:00:00,53.40643282229533,AC_Back,AC_Room,8,Monday,2024-01-01,False,66.67026920037868,69.46951223997661,69.46951223997661,1.144649080625774
2024-01-01 08:00:00,92.03706323479533,AC_Front,AC_Room,8,Monday,2024-01-01,False,80.29037553702462,82.30192569691626,82.30192569691626,0.6293621196913017
2024-01-01 09:00:00,160.8512008717193,Office,Office,9,Monday,2024-01-01,False,70.82333819037461,65.02317116057353,65.02317116057353,1.4295503733517887
2024-01-01 09:00:00,74.02518640964057,AC_Front,AC_Room,9,Monday,2024-01-01,False,76.81868974437093,81.47425176818868,81.47425176818868,0.8597942347461569
2024-01-01 09:00:00,118.0016602750712,Library,Library,9,Monday,2024-01-01,False,56.52019573373885,40.87290655072363,40.87290655072363,0.7502824918270468
